"blackout shade","multi-use screwdriver","shovel","vacuum sealer","tool set","humidifier","air mattress","clothing iron","hairdryer","wireless receiver","fireextinguisher","toolbox","bike pump","snow shovel","coffee maker","pressure cooker","thermos","growler","travel mug","food thermometer","usb battery","blender","knife sharpener","electric kettle","electric toothbrush","toaster","carbonator","lumbar pillow","backpack","rainjacket","casserole pan","portable speaker","bluetooth keyfinder","smartphone tripod","portable gas grill","smart bathroom scale","christmas tree stand","drone for beginners","external harddrive","portable ice maker","cat bed","dog coat","bluetooth headphones","white noise machine","Amazon echo","sheet set","space heater","handheld vacuum","bath towel","sunrise alarm clock"
0,51,19,0,3,51,0,51,0,51,51,0,2,93,1,19,11,51,2,5,88,86,51,7,100,99,100,15,0,27,100,0,81,0,95,97,4,0,91,79,100,6,8,100,6,100,100,51,100,0
39,12,19,18,35,28,19,26,17,5,20,39,9,12,27,43,15,9,6,11,9,23,23,29,79,34,9,16,29,49,8,11,4,5,44,33,15,9,49,19,29,11,39,29,39,15,28,25,15,5
20,10,5,3,35,10,25,20,5,10,4,15,1,10,15,5,1,3,5,3,4,7,5,2,12,15,1,30,20,5,7,7,1,1,15,5,1,1,8,10,1,12,22,1,12,20,25,12,10,2
5,5,4,10,10,14,30,8,4,10,3,9,2,2,30,25,3,7,5,3,17,8,2,8,8,6,18,7,10,15,4,5,7,3,30,4,8,16,75,18,2,15,60,2,31,14,2,28,2,3
20,20,8,40,5,30,30,15,20,70,39,20,10,30,16,60,10,10,8,18,30,15,20,20,30,10,30,20,30,18,10,40,10,11,51,20,0,40,80,29,10,0,60,0,20,21,40,30,10,12
25,10,9,16,30,40,9,35,13,15,15,20,16,10,25,15,6,8,15,11,24,7,5,31,25,10,4,16,24,35,15,75,30,15,20,14,20,40,20,15,0,20,20,20,20,7,17,25,14,0
13,67,7,0,65,3,0,32,76,70,19,77,69,0,40,2,0,1,0,35,59,80,24,1,82,36,0,1,64,69,79,79,37,1,0,1,0,73,67,0,65,81,72,69,79,40,1,73,61,0
25,15,20,40,30,30,50,25,15,20,20,5,10,15,0,40,10,25,8,20,20,10,15,30,20,25,0,20,40,45,20,25,20,10,35,70,20,15,15,50,0,19,50,30,40,40,30,60,25,55
88,33,30,39,61,67,71,51,29,32,98,31,27,41,24,71,41,34,25,60,71,40,15,30,29,35,51,30,34,82,72,36,41,19,19,51,25,86,99,10,31,25,90,14,5,83,40,29,19,41
30,11,0,2,24,9,11,1,4,0,0,0,1,1,30,0,24,4,14,9,15,13,0,25,0,2,0,14,24,30,15,0,0,0,0,11,0,4,0,24,28,1,0,30,35,19,7,11,5,13
95,77,81,30,98,20,15,2,9,1,94,64,1,97,1,97,1,62,64,98,69,4,7,1,93,6,1,4,2,93,68,1,1,1,3,15,51,1,76,2,3,96,1,24,1,88,84,75,61,1
25,20,15,30,50,20,25,20,19,15,20,25,11,40,40,35,20,20,10,15,20,25,10,30,20,30,40,20,55,100,15,20,15,30,50,40,10,16,30,45,10,20,55,40,49,25,20,40,15,15
20,15,5,38,31,25,59,10,3,30,28,19,15,10,25,35,37,20,14,8,15,10,8,15,25,20,36,15,20,35,30,36,8,26,35,20,6,18,61,23,15,0,24,5,36,42,40,20,20,4
30,10,15,30,25,20,50,20,10,10,20,40,20,30,20,30,10,10,15,10,20,10,20,50,5,20,10,10,20,30,20,20,10,15,40,25,10,20,80,30,20,25,20,15,20,20,50,20,20,15
1,51,0,0,2,51,0,0,3,1,0,3,0,8,18,2,8,3,5,6,4,4,0,4,2,81,2,0,5,0,0,0,0,0,1,5,0,4,0,8,71,0,28,3,0,89,97,98,3,3
60,20,20,30,60,40,100,30,20,30,20,30,30,40,60,60,40,30,20,40,30,50,20,40,40,30,30,30,50,40,30,40,30,30,60,40,19,40,100,24,10,20,30,20,40,30,40,60,20,40
60,10,10,80,30,10,10,15,40,25,10,40,10,10,30,70,10,15,10,10,20,20,10,21,75,30,60,10,10,10,10,40,70,40,15,60,10,50,60,10,10,0,70,10,25,20,10,30,20,10
51,0,100,5,36,52,0,71,0,0,62,0,0,25,24,83,19,9,23,0,8,28,5,76,0,54,0,62,61,0,37,0,0,0,22,18,13,0,0,40,2,0,0,9,100,2,29,27,16,0
15,10,10,20,23,22,52,35,25,46,40,35,10,20,45,19,15,15,10,25,20,13,17,25,8,34,12,25,26,30,20,45,26,18,32,29,10,65,75,27,21,10,60,5,49,25,23,30,10,15
50,0,0,40,40,50,100,0,50,40,0,20,5,0,25,40,35,20,10,5,40,40,15,20,0,20,0,5,20,80,0,0,40,30,100,50,0,100,50,40,0,20,40,0,50,20,40,20,10,40
60,20,20,10,45,10,20,5,10,5,1,15,4,1,14,55,4,5,10,5,51,5,5,10,5,5,2,20,15,1,20,10,5,3,20,5,1,30,20,1,1,1,30,10,50,20,10,10,10,30
39,34,33,37,43,25,70,23,25,30,19,15,21,8,33,41,21,18,24,9,41,21,34,15,23,32,30,10,18,20,10,27,19,59,28,20,7,83,79,28,5,32,27,36,69,20,30,25,10,26
56,8,28,100,78,92,92,19,30,27,81,24,25,20,51,81,11,18,14,23,41,61,24,26,19,60,71,40,43,77,25,30,24,7,82,76,15,72,93,90,15,20,62,30,59,91,45,65,17,29
9,7,2,5,11,8,20,8,4,0,15,3,6,2,5,44,5,8,8,7,5,8,5,13,33,6,0,11,4,39,12,16,5,2,18,18,0,20,41,2,5,20,29,12,21,12,10,8,6,4
80,10,17,14,0,70,66,89,88,12,8,6,3,9,78,40,20,17,10,81,95,55,40,30,89,86,0,10,5,40,23,22,20,60,8,12,63,0,30,65,0,0,40,22,26,92,75,71,71,91
17,0,0,18,2,4,47,17,23,10,0,0,0,0,16,3,1,7,10,9,39,0,7,2,14,6,0,23,0,30,10,27,30,25,10,19,0,81,77,0,11,12,15,7,51,20,16,13,13,14
35,25,25,40,55,60,45,30,20,45,40,25,30,30,25,45,21,20,20,35,55,35,30,35,20,20,30,30,30,40,20,45,40,30,70,19,20,25,100,45,20,20,60,20,55,40,40,55,20,30
3,3,5,10,15,10,10,0,6,10,0,10,5,2,10,25,3,3,5,12,8,5,10,15,3,5,5,6,12,10,11,15,5,5,20,5,2,0,30,0,0,0,5,0,35,10,0,15,5,0
0,0,0,32,0,41,21,21,0,0,6,18,16,20,15,21,4,40,9,16,17,18,0,6,0,0,15,0,0,25,0,10,22,0,38,0,0,0,71,45,21,20,21,16,0,35,20,25,13,22
30,5,5,30,14,50,13,21,13,24,10,15,9,10,41,9,30,5,10,12,29,15,15,30,10,10,31,12,15,40,14,13,5,20,49,24,15,30,51,10,5,5,30,20,30,15,25,29,10,30
30,20,40,5,30,70,75,5,5,5,100,20,20,0,10,10,5,40,25,0,30,25,40,30,100,100,0,30,5,70,60,80,5,30,20,100,40,0,100,0,30,10,75,30,5,80,50,50,10,40
20,8,30,70,80,65,60,25,20,30,30,40,25,10,100,100,10,5,10,14,15,40,15,50,5,25,100,10,35,70,20,50,30,60,50,20,15,100,30,100,20,5,100,0,100,45,35,40,10,7
4,5,9,51,20,15,51,16,10,4,4,19,2,8,20,19,5,20,9,1,4,8,20,20,9,30,12,9,30,30,19,4,2,8,24,5,9,9,6,51,6,20,39,20,10,40,19,5,3,4
24,4,5,7,2,40,5,30,10,29,20,6,1,10,40,84,6,2,30,12,21,20,6,71,5,20,6,8,7,40,20,29,2,26,10,15,1,2,62,1,14,1,23,3,42,35,19,29,26,47
6,3,10,10,9,10,14,0,10,10,15,11,5,8,0,40,9,9,12,10,30,0,16,20,15,5,15,10,0,15,6,15,18,15,16,30,0,0,10,12,0,0,16,10,60,20,18,10,8,16
15,5,15,25,20,30,40,20,16,10,25,35,18,15,10,55,5,0,18,10,23,10,10,28,20,30,20,16,25,25,15,15,30,10,40,25,5,15,25,10,12,17,35,30,5,25,15,30,10,15
26,12,15,46,77,49,62,32,40,26,60,45,25,35,30,39,24,21,29,19,31,29,9,15,50,29,60,58,67,59,32,40,20,30,76,61,55,23,43,40,39,30,15,59,23,82,75,39,60,30
10,10,0,0,19,0,20,0,10,15,10,35,5,4,0,25,5,0,5,0,20,0,3,10,30,6,0,2,20,30,0,12,5,4,0,19,0,19,60,0,0,0,14,5,30,14,10,0,7,9
62,81,24,72,63,42,82,21,42,23,32,26,32,28,37,73,30,15,67,70,33,74,32,16,35,32,28,67,21,73,32,43,66,63,79,68,40,25,63,33,23,17,66,66,38,71,38,38,14,87
80,31,80,69,77,70,92,66,63,91,84,40,66,84,59,68,86,78,67,83,90,87,74,70,67,69,70,40,76,73,81,38,81,69,65,68,65,69,72,84,76,73,72,70,38,78,85,60,72,67
40,7,20,40,25,50,70,30,20,20,30,40,20,20,35,35,30,25,20,15,30,30,15,30,20,20,15,40,40,50,30,25,40,15,40,35,12,30,70,40,20,40,35,45,65,30,30,50,10,40
40,10,15,30,30,72,41,30,25,30,45,60,20,25,81,41,20,20,15,10,20,40,20,30,20,40,40,20,60,70,10,40,30,41,40,40,20,40,61,19,29,15,70,20,40,30,40,35,72,15
29,5,11,81,30,40,10,12,5,60,60,24,9,20,20,51,20,20,30,38,70,32,30,64,44,10,35,20,23,30,15,27,20,35,71,20,20,70,61,30,10,12,67,14,50,40,16,20,30,41
25,20,20,90,64,77,82,30,21,45,17,100,10,10,36,73,7,35,30,35,24,30,83,35,51,18,69,30,70,100,32,64,78,76,40,77,25,29,70,69,32,41,70,58,74,66,40,57,10,100
25,20,0,15,0,30,55,0,0,25,0,30,0,0,25,0,25,10,25,15,25,0,25,35,80,35,5,30,75,85,0,45,25,5,0,0,30,0,85,0,0,0,70,25,30,0,35,25,0,15
51,51,51,51,51,51,51,51,52,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,51,47,51,52,51,51
40,33,27,30,84,38,22,18,45,38,81,27,86,4,51,86,38,71,26,8,51,88,31,61,35,25,21,51,85,75,80,30,31,29,26,33,12,26,74,63,4,39,51,66,89,51,34,30,47,30
15,8,10,51,31,25,29,9,15,19,51,71,5,20,40,100,19,13,13,18,4,36,5,29,26,18,82,15,19,81,25,9,5,34,60,26,13,40,100,91,7,31,39,22,51,67,20,36,15,10
20,4,8,3,38,41,30,13,18,14,9,8,0,10,20,24,12,13,12,0,15,17,10,20,18,30,35,21,18,30,8,12,30,13,50,11,10,12,16,15,25,0,23,16,18,18,25,30,8,19
11,9,26,40,35,19,81,22,13,30,70,31,14,10,29,30,11,10,14,15,25,30,13,29,20,20,30,18,40,72,21,46,21,29,100,60,15,72,70,25,30,13,34,44,40,16,35,31,8,16
33,8,24,24,21,16,51,20,18,10,19,1,19,33,57,45,28,46,43,7,21,40,6,17,8,19,23,20,21,9,32,19,11,8,59,25,3,18,9,14,0,0,44,24,29,32,25,29,21,8
40,5,30,40,35,25,30,20,10,30,40,35,30,20,22,40,19,15,28,25,50,20,10,12,30,16,50,20,25,40,30,49,30,40,25,50,20,30,60,25,30,19,50,15,50,30,23,30,25,35
20,20,20,40,40,40,50,30,20,20,40,45,15,25,60,60,15,35,30,25,30,20,30,10,50,40,25,15,30,30,20,40,20,25,70,25,25,20,100,30,20,35,45,30,80,50,25,30,15,40
20,5,15,20,15,30,30,10,20,20,20,30,20,20,20,60,10,20,10,15,40,10,15,10,25,30,30,5,15,20,5,30,15,10,10,20,20,20,75,25,0,0,30,20,40,60,15,35,10,10
8,0,0,26,20,0,20,0,40,0,20,0,0,15,0,0,0,0,0,30,19,0,0,0,40,0,40,45,0,21,30,20,0,30,20,0,0,0,51,0,0,51,20,5,30,45,20,10,11,30
39,3,30,40,100,61,59,30,79,41,39,60,20,29,39,71,15,21,10,19,20,19,31,19,20,60,71,10,16,12,22,60,82,81,80,30,29,40,41,71,15,41,70,71,73,20,5,70,21,31
9,14,0,0,24,8,10,2,0,51,0,20,8,0,21,20,3,11,9,3,29,41,2,0,81,4,0,39,38,90,10,19,31,18,28,29,9,70,9,0,0,0,73,21,51,18,17,9,31,29
7,4,0,4,0,0,7,3,0,0,0,0,4,0,2,0,5,0,8,0,15,0,10,6,4,5,0,0,30,19,0,15,4,2,0,0,0,39,20,0,5,0,3,1,18,3,0,11,0,3
8,5,5,34,9,42,33,6,8,11,15,3,2,5,5,60,9,6,9,10,21,5,5,2,40,21,38,10,5,90,14,6,25,8,39,5,3,67,94,1,1,1,42,30,41,40,10,29,19,5
25,28,24,67,64,22,50,25,26,29,15,35,19,19,21,70,30,29,28,16,17,27,19,21,34,39,14,23,76,61,24,42,15,9,68,53,14,81,40,52,0,10,29,15,16,40,38,40,10,25
24,40,0,40,51,10,0,40,0,29,0,0,20,0,20,81,29,0,15,18,41,8,0,51,19,0,0,9,10,9,0,4,0,9,71,20,0,71,20,30,20,0,35,0,81,1,24,9,0,0
20,9,10,20,30,49,21,5,30,10,10,20,10,15,5,29,10,2,6,10,9,10,4,15,50,10,14,30,15,49,10,20,6,12,25,49,3,9,49,29,1,1,15,30,19,18,30,21,5,30
31,9,19,36,20,46,19,9,20,30,29,38,6,26,24,45,8,20,19,19,35,18,18,17,25,19,0,40,30,71,19,20,20,13,40,35,10,40,40,51,4,26,41,9,18,30,26,38,20,30
0,0,45,10,0,29,0,29,15,0,15,19,0,24,15,0,10,5,18,0,7,15,9,20,10,0,0,14,15,49,35,0,14,0,5,24,15,0,50,18,0,0,20,8,0,0,20,29,12,0
18,63,28,29,19,24,30,16,15,51,15,18,23,18,60,62,14,14,19,23,30,51,30,13,27,23,26,20,17,34,16,20,51,68,26,25,12,68,60,23,14,22,18,21,19,26,27,15,29,22
61,31,58,92,60,59,60,41,44,91,27,37,24,19,40,90,20,30,7,16,36,80,28,34,37,29,28,33,45,45,19,54,61,19,60,71,35,74,94,82,9,13,71,39,43,41,43,90,7,61
20,14,12,19,29,25,39,27,12,21,22,32,17,15,38,40,21,27,13,16,34,36,9,36,39,24,25,23,36,39,10,51,19,19,39,29,19,33,26,34,37,51,55,20,59,26,40,32,11,30
27,4,14,57,41,38,68,0,4,29,61,15,10,22,45,60,11,10,0,37,17,25,45,0,44,0,1,21,25,67,29,9,23,13,33,22,0,73,48,11,2,4,45,3,74,34,24,23,32,3
91,66,93,82,63,73,70,75,82,67,65,81,41,70,63,75,67,70,82,65,70,66,73,39,77,73,65,84,88,62,68,67,74,86,74,32,68,81,70,70,82,73,90,79,65,98,68,87,63,70
30,4,1,24,9,5,34,0,19,10,10,3,5,4,41,61,20,2,5,5,9,0,10,5,25,4,0,3,11,10,9,15,0,0,3,4,0,0,0,10,7,0,19,0,7,55,0,60,10,14
22,5,27,30,61,40,61,42,19,72,72,30,19,10,100,83,22,20,21,41,21,26,41,40,69,30,60,10,32,81,51,35,30,20,82,20,20,71,100,72,9,15,92,10,29,22,49,61,10,40
100,30,30,0,70,0,80,0,0,30,70,70,0,0,30,70,0,0,30,29,70,40,51,0,0,0,30,50,0,51,51,30,60,70,0,40,40,50,100,30,51,51,40,0,40,81,0,100,70,40
13,5,11,56,31,24,29,15,16,20,40,25,9,11,19,51,11,15,9,21,25,14,9,22,5,25,29,20,31,40,15,18,17,9,51,15,4,14,30,66,15,25,23,36,30,16,35,17,5,20
10,9,12,29,13,40,18,6,9,21,19,9,7,12,33,15,9,17,5,4,10,30,11,16,24,14,20,15,33,14,10,15,7,6,43,13,7,27,21,72,16,13,26,14,24,9,9,22,22,19
30,10,20,30,40,40,40,20,10,10,0,70,0,20,30,30,25,5,25,10,20,30,10,35,60,10,40,30,40,60,30,5,10,5,80,15,15,70,100,0,15,30,60,20,40,35,25,40,30,20
5,3,10,10,7,5,9,0,0,0,5,5,0,5,10,10,5,6,0,0,5,8,10,10,5,5,5,0,8,10,3,0,0,0,20,5,0,20,40,15,0,0,10,0,20,10,7,6,0,0
30,0,1,12,9,10,12,10,10,10,18,12,5,6,15,24,9,0,0,4,7,16,0,8,0,16,4,0,3,20,13,7,10,5,5,11,0,0,71,14,3,9,26,8,9,9,0,4,6,4
51,32,46,45,51,44,58,48,46,42,73,37,53,49,34,33,44,52,40,42,51,25,54,39,42,52,45,52,44,49,51,40,51,47,43,44,38,29,48,47,41,37,51,51,46,46,44,60,38,47
65,35,20,100,40,35,45,25,20,61,75,35,15,20,40,90,65,30,65,15,30,50,25,20,40,35,40,30,85,100,30,60,20,35,80,40,15,85,65,50,25,35,75,85,80,30,30,30,30,85
32,20,15,42,30,30,51,14,20,25,30,24,8,9,25,24,18,9,9,12,15,30,20,15,52,20,35,15,25,25,9,35,20,21,30,20,19,48,82,20,14,20,60,6,82,19,25,40,10,10
25,5,25,60,10,40,25,20,5,20,10,40,10,20,25,35,10,10,10,10,30,30,15,25,15,15,30,15,20,20,20,35,10,15,100,40,20,30,50,30,5,10,40,25,40,15,30,30,10,15
64,50,43,55,52,65,59,49,60,42,70,46,15,50,57,42,72,27,64,32,38,71,59,55,72,62,50,52,45,56,50,54,62,40,51,40,45,16,49,19,41,51,68,35,47,46,63,54,49,55
97,99,99,97,99,96,96,100,99,100,100,98,98,100,98,98,96,98,98,98,98,99,98,99,100,97,98,98,96,100,98,99,100,98,97,97,94,95,98,99,100,98,96,99,99,99,97,100,96,100
25,10,12,65,18,45,30,30,25,25,25,40,10,18,20,45,20,20,15,15,25,18,10,18,30,20,20,20,45,45,24,25,15,10,15,25,10,25,60,35,25,15,75,15,50,45,20,35,10,20
30,15,10,40,30,30,30,20,20,10,30,20,25,15,15,50,15,15,25,20,15,20,20,25,15,25,20,25,60,55,25,15,25,15,50,30,20,40,75,25,20,20,20,15,55,40,25,20,10,25
45,23,39,59,40,52,31,41,19,28,26,36,34,41,49,58,32,28,31,33,21,25,29,42,41,39,63,42,43,34,32,41,34,23,59,40,28,62,67,58,31,38,62,60,61,35,62,41,17,34
50,40,25,30,60,50,50,30,30,50,30,50,50,40,70,70,30,30,30,20,40,50,30,50,40,60,80,20,30,50,30,20,30,30,100,70,30,30,60,50,20,30,30,30,50,50,30,40,40,30
20,25,20,70,15,15,20,20,20,30,25,80,15,20,30,40,15,20,15,20,30,80,50,30,30,35,35,20,25,30,40,40,20,20,65,50,30,15,40,40,30,40,70,15,60,25,40,30,15,30
35,15,15,25,25,35,40,20,10,55,30,10,5,10,81,25,10,5,4,20,76,15,20,20,90,25,10,10,9,50,20,80,30,14,30,10,5,80,100,34,10,2,75,55,65,80,65,25,45,2
5,9,0,13,0,7,11,19,4,7,41,13,0,0,0,0,9,3,18,0,10,39,0,16,19,3,3,10,0,36,16,9,32,3,0,46,12,0,0,0,0,16,15,6,8,11,0,58,21,0
54,23,13,47,71,61,41,49,28,31,36,62,46,22,51,30,29,40,45,38,33,34,35,58,32,33,37,42,24,23,43,30,38,55,54,37,23,41,59,57,33,31,60,52,63,38,58,20,13,40
15,7,15,33,83,67,39,15,18,42,26,36,6,17,77,39,14,21,16,19,16,26,19,62,13,26,29,13,44,31,6,23,14,20,67,19,8,38,37,63,34,9,70,38,94,15,40,32,7,30
20,25,0,0,30,30,35,0,0,5,40,0,20,15,10,0,0,30,15,0,25,0,0,20,15,10,10,17,35,50,0,20,0,0,40,0,0,60,85,0,20,0,30,10,40,30,30,25,15,25
20,11,30,40,30,0,30,30,25,30,40,0,20,25,20,40,25,25,20,25,20,20,0,30,25,30,30,0,15,40,0,20,15,30,80,30,40,35,80,0,0,0,35,0,40,0,25,35,15,0
16,3,9,10,19,13,28,15,9,10,19,4,6,9,20,22,4,4,5,9,16,15,8,10,5,19,12,15,20,23,7,6,4,3,19,6,5,29,14,6,10,7,15,12,6,25,10,16,9,5
40,11,31,62,33,24,60,59,15,16,22,15,21,10,27,40,21,33,15,15,25,10,12,58,61,51,30,9,21,25,19,15,30,25,43,43,16,67,76,19,9,21,60,9,61,40,34,15,9,12
55,10,10,60,29,24,60,20,20,35,14,10,20,10,40,37,35,30,20,10,15,40,19,20,29,30,25,10,30,35,21,23,10,17,19,29,10,60,29,19,26,0,39,15,20,34,19,20,15,13
7,5,5,50,35,50,50,8,10,25,9,20,5,5,19,50,10,35,10,10,20,40,10,20,5,10,35,15,15,30,10,20,10,15,34,20,5,60,50,15,4,5,30,40,50,10,20,15,5,10
70,10,0,0,35,15,0,0,0,25,10,20,5,0,0,0,0,30,10,20,15,10,15,0,40,5,0,40,20,90,0,30,25,0,10,50,0,50,80,0,0,0,60,0,60,5,15,20,10,0
43,45,38,25,40,33,41,51,45,42,40,40,72,45,39,44,39,38,39,41,33,40,41,28,38,33,42,39,40,37,51,40,52,63,37,63,51,41,46,30,36,42,51,38,42,40,51,70,37,26
29,20,19,34,35,59,40,9,19,30,32,15,21,24,24,37,22,21,17,20,25,26,38,21,15,40,37,14,57,81,34,25,45,13,71,56,10,54,93,26,34,14,55,38,40,33,33,41,25,28
10,10,20,5,60,25,30,5,30,20,30,10,5,50,65,5,10,10,5,15,25,10,10,20,25,15,10,10,20,60,10,15,5,15,15,25,10,70,65,5,2,5,70,10,50,35,20,40,20,30
0,10,5,0,50,0,0,0,0,0,10,10,0,20,0,30,20,0,5,5,20,10,0,30,15,0,0,0,5,75,10,20,0,0,5,20,0,20,100,10,10,0,0,5,0,20,20,40,5,25
14,12,6,80,18,34,31,4,5,1,14,26,13,12,19,80,5,7,11,12,14,5,7,19,26,6,19,9,10,45,15,16,20,7,10,30,6,20,61,20,1,0,33,16,75,60,20,10,4,5
80,5,10,35,25,20,30,5,9,10,45,45,5,10,65,75,25,5,3,15,15,30,25,40,5,9,70,10,20,35,20,40,20,30,95,7,2,65,100,35,5,10,75,20,90,19,3,15,20,60
25,0,5,40,5,15,10,0,0,0,10,15,35,0,35,40,0,0,0,30,5,0,15,30,10,5,0,10,20,60,0,5,35,0,0,30,0,20,30,10,0,40,10,5,20,0,25,30,15,25
20,15,20,20,35,25,50,20,15,25,30,20,19,15,35,30,10,15,30,9,20,25,20,30,65,30,15,30,35,25,20,25,55,45,25,30,15,15,75,10,20,25,20,15,40,40,25,25,15,10
40,35,76,71,80,30,60,32,40,71,30,67,75,75,35,41,65,30,35,38,55,32,60,55,35,45,36,65,65,75,38,80,39,35,35,70,35,40,70,35,29,26,70,34,36,19,61,35,65,30
14,0,0,25,20,29,5,25,14,19,15,4,2,14,14,40,0,5,5,16,29,5,8,0,30,15,35,4,19,5,9,14,15,3,19,10,0,25,19,0,0,9,29,24,19,15,8,9,9,7
20,25,35,50,75,20,95,18,60,41,66,61,21,50,99,83,25,8,31,21,68,33,12,30,19,61,25,19,13,51,33,70,30,30,74,74,25,100,51,42,8,30,16,40,78,12,19,70,68,9
14,7,76,31,25,67,79,12,36,36,58,69,21,35,70,68,38,31,73,38,44,43,20,57,73,30,31,33,43,74,36,64,29,11,66,86,41,81,45,66,78,82,59,65,29,20,33,31,68,42
60,18,14,65,30,75,75,30,35,40,40,25,15,30,60,80,20,30,20,30,35,25,30,40,40,20,30,20,60,80,30,40,20,25,50,30,15,85,100,50,20,30,75,15,30,50,40,95,15,20
55,5,4,100,35,45,80,20,10,22,50,40,10,10,30,75,8,8,6,60,60,30,60,25,12,16,60,20,60,20,6,15,35,45,100,80,16,100,25,35,30,11,75,30,90,5,35,30,5,10
19,9,14,61,12,15,33,9,13,13,15,24,17,19,14,35,6,9,15,8,15,13,13,20,16,2,24,14,30,61,9,3,15,20,25,31,16,30,39,13,8,30,29,18,18,9,25,22,9,15
1,3,2,5,3,20,25,5,6,12,10,1,1,1,26,20,2,4,2,11,19,5,5,15,3,12,10,9,16,19,4,2,22,1,14,20,1,1,9,19,0,1,14,2,5,5,11,5,15,1
40,19,34,82,91,93,91,84,31,92,75,62,31,90,97,58,38,29,32,44,44,83,37,82,89,68,31,84,92,86,24,29,45,61,90,90,46,60,83,92,29,59,85,84,92,31,93,70,29,41
21,20,25,40,40,40,60,24,25,30,30,24,15,30,40,70,14,14,10,20,29,60,10,24,25,30,60,10,50,75,15,20,24,9,80,40,19,50,30,20,30,20,50,0,40,30,20,50,40,30
40,31,20,69,40,66,71,61,70,74,62,60,62,30,61,71,40,72,30,61,41,74,61,40,71,60,70,30,29,40,71,62,60,31,70,61,21,70,40,40,24,71,40,70,52,29,40,60,39,73
30,3,19,39,10,10,45,15,11,20,15,40,10,15,6,45,10,10,10,15,10,20,30,10,25,20,10,5,55,65,30,15,2,14,55,60,15,55,40,25,9,6,40,4,60,15,15,45,5,4
72,75,84,79,73,88,72,85,67,78,86,83,74,91,83,77,69,79,90,75,88,75,71,81,84,85,84,91,77,85,74,76,80,76,83,73,84,77,93,85,72,94,86,78,83,94,80,91,88,75
40,15,0,0,0,0,14,20,0,0,0,0,0,0,34,28,20,0,25,0,0,30,0,20,0,10,0,22,35,65,10,20,0,0,0,34,0,1,1,35,19,0,20,0,0,20,20,45,10,0
31,8,36,62,62,41,25,19,30,10,21,30,94,68,82,31,19,20,31,20,31,31,15,40,40,62,7,25,20,61,32,11,41,96,98,29,9,73,38,63,19,10,30,20,20,21,40,81,31,15
49,6,9,29,14,0,0,0,0,10,16,19,0,14,0,46,0,0,0,18,9,0,0,10,18,19,0,14,39,51,19,19,8,0,19,16,0,18,75,0,0,0,24,16,9,20,15,24,22,0
40,15,20,35,30,40,50,25,20,40,20,30,20,20,30,80,25,25,25,20,30,40,30,45,30,30,50,15,30,60,30,20,30,20,80,60,20,35,100,30,15,20,80,25,60,30,30,30,30,20
10,10,15,32,56,75,35,20,5,55,14,20,15,14,14,35,20,25,23,11,19,75,15,25,35,24,35,13,25,47,10,19,13,40,76,25,10,45,65,10,25,20,35,15,65,45,25,37,10,25
26,11,16,20,13,22,40,12,12,12,22,14,14,12,36,23,15,18,13,5,13,14,13,23,13,14,14,9,27,35,22,24,24,15,32,23,13,34,25,23,14,15,35,12,23,43,12,17,23,12
1,10,0,30,71,25,12,19,19,19,19,0,0,9,14,62,7,0,3,3,19,30,12,20,51,35,0,18,39,51,19,24,9,2,0,62,0,9,12,0,20,0,51,9,81,40,0,10,20,3
25,8,0,30,40,55,45,10,30,80,40,20,10,25,20,60,30,10,15,20,50,15,70,12,5,20,20,20,20,40,50,15,30,20,30,15,7,0,70,0,8,10,50,15,60,40,35,20,6,10
30,0,8,0,0,40,53,18,35,30,0,0,1,20,50,20,28,30,10,29,11,39,20,38,12,31,53,26,22,40,32,13,18,10,63,30,9,0,1,14,0,0,80,0,0,40,20,21,28,17
25,29,20,13,29,10,14,14,20,20,51,30,2,8,40,67,11,12,17,4,35,25,13,35,0,30,10,25,34,45,37,30,20,0,39,32,20,25,14,40,40,20,19,4,31,27,9,20,30,10
33,15,9,17,20,21,37,13,14,20,10,19,8,12,20,56,8,13,5,16,23,25,15,19,20,16,18,13,37,70,8,27,17,8,36,17,6,17,60,15,6,4,39,10,21,19,11,16,9,13
22,23,13,38,29,20,32,17,11,20,11,15,10,36,25,12,9,10,35,30,17,21,5,28,73,27,14,15,12,19,35,20,15,20,65,18,18,71,26,62,15,10,59,25,23,14,32,19,31,21
5,7,6,13,20,12,20,10,10,6,19,10,4,12,24,18,7,6,10,9,5,4,3,13,7,16,13,9,12,20,8,6,10,3,14,16,6,22,6,9,13,1,15,12,5,14,15,11,6,9
11,15,1,51,25,29,76,2,3,46,10,19,1,1,70,90,3,5,2,30,62,10,1,40,2,10,14,4,30,90,20,85,11,0,60,18,10,70,60,20,39,3,81,9,60,60,30,6,20,2
51,31,39,60,36,70,30,69,81,51,51,39,79,58,65,72,35,81,39,65,75,68,63,80,53,51,41,51,42,62,51,60,74,51,43,85,45,73,36,29,75,23,78,72,76,62,60,38,51,58
73,55,2,10,71,61,82,24,61,88,75,29,43,2,64,91,68,61,56,59,89,63,69,78,82,83,10,51,65,85,71,36,87,15,39,15,42,63,30,70,8,70,70,59,17,67,69,68,82,72
